block,256,448,001EF220,0,1,1,4294967295,0,0
block,320,448,002B502D,0,1,1,4294967295,0,0
block,288,448,000D414A,0,1,1,4294967295,0,0
block,352,448,00282737,0,1,1,4294967295,0,0
block,384,448,00117F47,0,1,1,4294967295,0,0
block,416,448,0019B386,0,1,1,4294967295,0,0
block,448,448,00139E82,0,1,1,4294967295,0,0
block,480,448,00208D34,0,1,1,4294967295,0,0
block,512,448,0034FE7E,0,1,1,4294967295,0,0
warpStart,480,416,003BAC0B,0,1,1,4294967295,0,1
warpStart,288,416,0002269E,0,1,1,4294967295,0,1
warpStart,448,544,001B4E1B,0,1,1,4294967295,0,1
playerStart,384,416,00403DE4,0,1,1,4294967295,0,0
