block,96,224,003AF440,0,1,1,4294967295,0,0
block,128,224,000C0455,0,1,1,4294967295,0,0
block,160,224,0035A0B0,0,1,1,4294967295,0,0
block,192,224,0011C979,0,1,1,4294967295,0,0
block,224,224,0015BCAB,0,1,1,4294967295,0,0
block,256,224,000FBB06,0,1,1,4294967295,0,0
block,288,224,0032A6B8,0,1,1,4294967295,0,0
block,320,224,0038523D,0,1,1,4294967295,0,0
block,352,224,00019665,0,1,1,4294967295,0,0
block,384,224,00330B91,0,1,1,4294967295,0,0
block,416,224,001E66CD,0,1,1,4294967295,0,0
block,448,224,003117CF,0,1,1,4294967295,0,0
block,480,224,00290401,0,1,1,4294967295,0,0
block,512,224,000341E3,0,1,1,4294967295,0,0
block,544,224,0010D2D8,0,1,1,4294967295,0,0
block,576,224,0001A056,0,1,1,4294967295,0,0
block,608,224,001E875F,0,1,1,4294967295,0,0
block,640,224,00256DF8,0,1,1,4294967295,0,0
block,672,224,000ABF47,0,1,1,4294967295,0,0
block,224,448,001611FF,0,1,1,4294967295,0,0
block,256,448,00329A07,0,1,1,4294967295,0,0
block,288,448,00265A4A,0,1,1,4294967295,0,0
block,320,448,002E24D2,0,1,1,4294967295,0,0
block,352,448,002403EB,0,1,1,4294967295,0,0
block,384,448,0022802B,0,1,1,4294967295,0,0
block,416,448,0019D1F4,0,1,1,4294967295,0,0
block,448,448,002CD165,0,1,1,4294967295,0,0
block,480,448,002433B2,0,1,1,4294967295,0,0
block,512,448,00309C3C,0,1,1,4294967295,0,0
block,96,448,0039BB9E,0,1,1,4294967295,0,0
block,128,448,0002DB17,0,1,1,4294967295,0,0
block,160,448,003E9E2B,0,1,1,4294967295,0,0
block,192,448,003C571D,0,1,1,4294967295,0,0
block,544,448,000DBF3B,0,1,1,4294967295,0,0
block,576,448,001DBEC6,0,1,1,4294967295,0,0
block,608,448,001877E4,0,1,1,4294967295,0,0
block,640,448,0008293B,0,1,1,4294967295,0,0
block,672,448,0035EC82,0,1,1,4294967295,0,0
block,64,256,002244C9,0,1,1,4294967295,0,0
block,64,288,0005D0FA,0,1,1,4294967295,0,0
block,64,320,00282FA0,0,1,1,4294967295,0,0
block,64,352,0037FE5F,0,1,1,4294967295,0,0
block,64,384,00186264,0,1,1,4294967295,0,0
block,64,416,00297A31,0,1,1,4294967295,0,0
block,704,256,00206DAF,0,1,1,4294967295,0,0
block,704,288,000EDF7D,0,1,1,4294967295,0,0
block,704,320,000BB23B,0,1,1,4294967295,0,0
block,704,352,00251AD0,0,1,1,4294967295,0,0
block,704,384,0014D9FF,0,1,1,4294967295,0,0
block,704,416,003D9663,0,1,1,4294967295,0,0
block,64,224,0005A0D4,0,1,1,4294967295,0,0
block,64,448,00093B57,0,1,1,4294967295,0,0
block,704,448,002FADF3,0,1,1,4294967295,0,0
block,704,224,003C6B2C,0,1,1,4294967295,0,0
camera,32,32,0013F6E0,0,1,1,4294967295,0,0
warpText,160,352,00017705,0,1,1,4294967295,0,1
savePoint,384,416,002CC4A0,0,1,1,4294967295,0,0
warpText,224,352,00274682,0,1,1,4294967295,0,1
warpText,272,352,000C579A,0,1,1,4294967295,0,1
warpText,320,352,000B0922,0,1,1,4294967295,0,1
warpText,368,352,000C421B,0,1,1,4294967295,0,1
warpText,464,352,001BC3FB,0,1,1,4294967295,0,0
warpText,512,352,00026662,0,1,1,4294967295,0,0
warpText,416,352,001053F8,0,1,1,4294967295,0,1
warpText,608,352,00397314,0,1,1,4294967295,0,0
warpText,608,416,003D56A3,0,1,1,4294967295,0,1
playerStart,192,416,002C7870,0,1,1,4294967295,0,1
